Appliances,T_out,RH_out,Windspeed,T1,RH_1,T2,RH_2,hour,day_of_week,month,is_weekend
60,5.5,90.3333333333333,6.3333333333333295,21.5,44.363333333333294,20.89,43.845,23,0,1,0
40,5.4,91.1666666666667,6.16666666666667,21.39,44.433333333333294,20.79,43.79,23,0,1,0
40,5.3,92.0,6.0,21.39,44.56,20.79,43.863333333333294,0,1,1,0
30,5.26666666666667,92.0,6.0,21.29,44.8266666666667,20.7,44.0,0,1,1,0
40,5.23333333333333,92.0,6.0,21.29,44.9666666666667,20.6333333333333,44.0,0,1,1,0
50,5.2,92.0,6.0,21.26,45.09,20.6,44.03,0,1,1,0
310,5.16666666666667,92.0,6.0,21.2,45.09,20.6,44.09,0,1,1,0
380,5.133333333333329,92.0,6.0,21.1666666666667,45.23,20.5,44.1266666666667,0,1,1,0
380,5.1,92.0,6.0,21.075,45.3725,20.5,44.2,1,1,1,0
370,5.11666666666667,92.0,5.8333333333333295,21.0,45.4,20.39,44.2,1,1,1,0
120,5.133333333333329,92.0,5.66666666666667,21.0,45.59,20.39,44.26,1,1,1,0
50,5.15,92.0,5.5,20.9266666666667,45.59,20.29,44.29,1,1,1,0
40,5.16666666666667,92.0,5.3333333333333295,20.89,45.66666666666671,20.23,44.29,1,1,1,0
50,5.18333333333333,92.0,5.16666666666667,20.89,46.06,20.2,44.4,1,1,1,0
40,5.2,92.0,5.0,20.79,46.2,20.2,44.4666666666667,2,1,1,0
50,5.133333333333329,92.0,4.8333333333333295,20.79,46.2,20.1,44.53,2,1,1,0
50,5.06666666666667,92.0,4.66666666666667,20.7,46.26,20.1,44.59,2,1,1,0
50,5.0,92.0,4.5,20.7,46.2,20.0,44.433333333333294,2,1,1,0
40,4.93333333333333,92.0,4.3333333333333295,20.6,46.2,20.0,44.5,2,1,1,0
40,4.86666666666667,92.0,4.16666666666667,20.6,46.1266666666667,20.0,44.5,2,1,1,0
30,4.8,92.0,4.0,20.566666666666695,46.0666666666667,19.89,44.59,3,1,1,0
20,4.81666666666667,92.1666666666667,4.3333333333333295,20.5,46.2,19.823333333333295,44.53,3,1,1,0
20,4.8333333333333295,92.3333333333333,4.66666666666667,20.5,46.29,19.79,44.53,3,1,1,0
40,4.85,92.5,5.0,20.4266666666667,46.23,19.79,44.53,3,1,1,0
50,4.86666666666667,92.6666666666667,5.3333333333333295,20.39,46.29,19.76,44.59,3,1,1,0
50,4.883333333333329,92.8333333333333,5.66666666666667,20.39,46.363333333333294,19.7,44.59,3,1,1,0
40,4.9,93.0,6.0,20.29,46.5,19.7,44.7,4,1,1,0
50,4.91666666666667,92.6666666666667,5.8333333333333295,20.29,46.545,19.6333333333333,44.6266666666667,4,1,1,0
40,4.93333333333333,92.3333333333333,5.66666666666667,20.23,46.5,19.6,44.59,4,1,1,0
40,4.95,92.0,5.5,20.2,46.433333333333294,19.6,44.59,4,1,1,0
40,4.96666666666667,91.6666666666667,5.3333333333333295,20.2,46.56,19.566666666666695,44.7,4,1,1,0
60,4.98333333333333,91.3333333333333,5.16666666666667,20.1666666666667,46.363333333333294,19.5,44.7,4,1,1,0
50,5.0,91.0,5.0,20.1,46.363333333333294,19.5,44.79,5,1,1,0
50,4.98333333333333,91.6666666666667,4.8333333333333295,20.1,46.5,19.4266666666667,44.73,5,1,1,0
40,4.96666666666667,92.3333333333333,4.66666666666667,20.033333333333296,46.36,19.39,44.73,5,1,1,0
40,4.95,93.0,4.5,20.0,46.29,19.39,44.79,5,1,1,0
40,4.93333333333333,93.6666666666667,4.3333333333333295,20.0,46.29,19.39,44.79,5,1,1,0
40,4.91666666666667,94.3333333333333,4.16666666666667,20.0,46.23,19.39,44.79,5,1,1,0
50,4.9,95.0,4.0,19.9266666666667,46.23,19.29,44.9,6,1,1,0
70,4.93333333333333,94.6666666666667,4.16666666666667,19.89,46.23,19.29,44.925,6,1,1,0
40,4.96666666666667,94.3333333333333,4.3333333333333295,19.89,46.43,19.29,45.0,6,1,1,0
30,5.0,94.0,4.5,19.89,46.6266666666667,19.29,45.1266666666667,6,1,1,0
20,5.03333333333333,93.6666666666667,4.66666666666667,19.89,46.7,19.218,45.2,6,1,1,0
30,5.06666666666667,93.3333333333333,4.8333333333333295,19.89,46.863333333333294,19.2,45.245,6,1,1,0
40,5.1,93.0,5.0,19.823333333333295,46.863333333333294,19.2,45.363333333333294,7,1,1,0
50,5.1,92.6666666666667,5.0,19.8566666666667,46.93,19.2,45.4,7,1,1,0
60,5.1,92.3333333333333,5.0,19.79,46.79,19.2,45.3266666666667,7,1,1,0
60,5.1,92.0,5.0,19.79,46.895,19.175,45.195,7,1,1,0
70,5.1,91.6666666666667,5.0,19.79,47.4266666666667,19.1,45.03,7,1,1,0
60,5.1,91.3333333333333,5.0,19.79,48.3666666666667,19.1,45.0,7,1,1,0
140,5.1,91.0,5.0,19.79,48.66666666666671,19.1,45.0,8,1,1,0
110,5.05,91.0,5.0,19.79,48.533333333333296,19.066666666666695,45.06,8,1,1,0
90,5.0,91.0,5.0,19.89,50.0,19.0222222222222,45.0444444444444,8,1,1,0
60,4.95,91.0,5.0,19.89,48.7333333333333,19.1,45.2,8,1,1,0
60,4.9,91.0,5.0,19.89,48.0266666666667,19.033333333333296,45.1266666666667,8,1,1,0
60,4.85,91.0,5.0,19.89,47.6333333333333,19.0,45.09,8,1,1,0
50,4.8,91.0,5.0,19.8566666666667,47.0633333333333,19.0,45.03,9,1,1,0
60,4.883333333333329,91.0,5.0,19.79,46.6566666666667,19.0,44.9666666666667,9,1,1,0
50,4.96666666666667,91.0,5.0,19.79,46.33333333333329,19.0,44.8266666666667,9,1,1,0
30,5.05,91.0,5.0,19.79,46.0666666666667,19.0,44.645,9,1,1,0
40,5.133333333333329,91.0,5.0,19.76,45.863333333333294,18.963333333333296,44.56,9,1,1,0
30,5.21666666666667,91.0,5.0,19.7,45.79,18.963333333333296,44.433333333333294,9,1,1,0
260,5.3,91.0,5.0,19.7,45.6633333333333,18.89,44.29,10,1,1,0
500,5.48333333333333,90.1666666666667,5.0,19.7,45.59,18.89,44.23,10,1,1,0
450,5.66666666666667,89.3333333333333,5.0,19.73,47.793333333333294,18.9266666666667,44.23,10,1,1,0
50,5.85,88.5,5.0,19.79,48.793333333333294,19.0,44.363333333333294,10,1,1,0
60,6.03333333333333,87.6666666666667,5.0,19.89,47.94,19.033333333333296,44.5666666666667,10,1,1,0
60,6.21666666666667,86.8333333333333,5.0,19.89,47.16,19.033333333333296,44.5666666666667,10,1,1,0
50,6.4,86.0,5.0,19.89,46.7666666666667,19.033333333333296,44.5,11,1,1,0
50,6.5,85.1666666666667,5.3333333333333295,20.0,46.2966666666667,19.1,44.5,11,1,1,0
50,6.6,84.3333333333333,5.66666666666667,20.0,45.963333333333296,19.1,44.4666666666667,11,1,1,0
60,6.7,83.5,6.0,20.0,46.223333333333294,19.1,44.4,11,1,1,0
60,6.8,82.6666666666667,6.3333333333333295,20.0,45.963333333333296,19.1,44.29,11,1,1,0
60,6.9,81.8333333333333,6.66666666666667,20.0,45.723333333333294,19.15,44.245,11,1,1,0
60,7.0,81.0,7.0,20.0,45.6633333333333,19.2,44.2,12,1,1,0
190,7.0833333333333295,80.6666666666667,7.0,20.033333333333296,45.5,19.2,44.1266666666667,12,1,1,0
220,7.16666666666667,80.3333333333333,7.0,20.1,45.69333333333329,19.2,43.9,12,1,1,0
170,7.25,80.0,7.0,20.1,45.4,19.2,43.9,12,1,1,0
390,7.3333333333333295,79.6666666666667,7.0,20.1,45.3266666666667,19.2,43.856,12,1,1,0
90,7.416666666666669,79.3333333333333,7.0,20.1,45.3266666666667,19.2,43.7,12,1,1,0
60,7.5,79.0,7.0,20.1666666666667,46.9933333333333,19.2,43.76,13,1,1,0
290,7.416666666666669,79.3333333333333,7.16666666666667,20.1,46.43,19.1,43.8175,13,1,1,0
130,7.3333333333333295,79.6666666666667,7.3333333333333295,20.1,46.03,19.1,43.838125,13,1,1,0
140,7.25,80.0,7.5,20.066666666666695,45.363333333333294,19.1,43.745,13,1,1,0
240,7.16666666666667,80.3333333333333,7.666666666666669,20.0,44.963333333333296,19.1,43.5955555555556,13,1,1,0
50,7.0833333333333295,80.6666666666667,7.8333333333333295,20.0,44.76,19.1,43.488888888888894,13,1,1,0
60,7.0,81.0,8.0,20.0,44.595,19.1,43.425,14,1,1,0
60,6.98333333333333,80.1666666666667,7.5,20.0,44.433333333333294,19.1,43.334,14,1,1,0
60,6.96666666666667,79.3333333333333,7.0,20.0,44.26,19.1,43.29,14,1,1,0
370,6.95,78.5,6.5,20.0,44.2,19.1,43.29,14,1,1,0
200,6.93333333333333,77.6666666666667,6.0,20.0,44.06,19.033333333333296,43.23,14,1,1,0
70,6.91666666666667,76.8333333333333,5.5,20.0,44.06,19.0,43.2,14,1,1,0
50,6.9,76.0,5.0,20.0,44.09,19.0,43.1266666666667,15,1,1,0
40,6.8,77.0,4.8333333333333295,20.0,44.03,19.0,43.09,15,1,1,0
40,6.7,78.0,4.66666666666667,19.963333333333296,43.9,18.9266666666667,43.09,15,1,1,0
30,6.6,79.0,4.5,19.963333333333296,43.9,19.033333333333296,43.06,15,1,1,0
30,6.5,80.0,4.3333333333333295,20.0,43.863333333333294,19.1,43.0,15,1,1,0
30,6.4,81.0,4.16666666666667,20.066666666666695,43.863333333333294,19.1333333333333,42.863333333333294,15,1,1,0
30,6.3,82.0,4.0,20.1,43.79,19.2,42.715,16,1,1,0
40,6.3333333333333295,80.8333333333333,4.5,20.1,43.73,19.1363636363636,42.65,16,1,1,0
50,6.36666666666667,79.6666666666667,5.0,20.1,43.56,19.13,42.59,16,1,1,0
40,6.4,78.5,5.5,20.1,43.433333333333294,19.1,42.59,16,1,1,0
40,6.43333333333333,77.3333333333333,6.0,20.1,43.1633333333333,19.0375,42.53375,16,1,1,0
40,6.46666666666667,76.1666666666667,6.5,20.1,43.03,19.007692307692295,42.43,16,1,1,0
60,6.5,75.0,7.0,20.066666666666695,42.83333333333329,19.0,42.4181818181818,17,1,1,0
60,6.31666666666667,76.6666666666667,7.0,20.0,42.6725,19.0,42.433333333333294,17,1,1,0
210,6.133333333333329,78.3333333333333,7.0,20.0,42.53,18.99,42.4718181818182,17,1,1,0
380,5.95,80.0,7.0,20.033333333333296,43.4966666666667,18.9022222222222,42.58,17,1,1,0
370,5.76666666666667,81.6666666666667,7.0,20.033333333333296,42.963333333333296,18.89,42.56,17,1,1,0
230,5.5833333333333295,83.3333333333333,7.0,20.0,43.16,18.89,42.7966666666667,17,1,1,0
80,5.4,85.0,7.0,20.0,43.9,18.8566666666667,43.4,18,1,1,0
90,5.3,86.0,6.8333333333333295,20.0,43.7,18.8566666666667,43.4666666666667,18,1,1,0
70,5.2,87.0,6.66666666666667,20.0,43.76,18.9266666666667,43.363333333333294,18,1,1,0
40,5.1,88.0,6.5,20.033333333333296,44.0,19.0,43.29,18,1,1,0
40,5.0,89.0,6.3333333333333295,20.1,44.26,19.2,43.29,18,1,1,0
30,4.9,90.0,6.16666666666667,20.1,44.2,19.245,43.245,18,1,1,0
50,4.8,91.0,6.0,20.1,44.1266666666667,19.29,43.095,19,1,1,0
50,4.75,91.3333333333333,6.16666666666667,20.1,44.06,19.37,42.92,19,1,1,0
60,4.7,91.6666666666667,6.3333333333333295,20.1,44.0,19.39,42.9,19,1,1,0
50,4.65,92.0,6.5,20.1,43.9,19.39,42.76,19,1,1,0
60,4.6,92.3333333333333,6.66666666666667,20.1,43.8266666666667,19.39,42.7,19,1,1,0
60,4.55,92.6666666666667,6.8333333333333295,20.033333333333296,43.73,19.39,42.6633333333333,19,1,1,0
60,4.5,93.0,7.0,20.1,43.73,19.39,42.53,20,1,1,0
50,4.53333333333333,92.6666666666667,6.8333333333333295,20.066666666666695,43.49,19.3566666666667,42.5,20,1,1,0
50,4.56666666666667,92.3333333333333,6.66666666666667,20.0,43.29,19.29,42.433333333333294,20,1,1,0
50,4.6,92.0,6.5,20.0,43.145,19.29,42.45,20,1,1,0
50,4.633333333333329,91.6666666666667,6.3333333333333295,20.0,43.06,19.26,42.4666666666667,20,1,1,0
50,4.66666666666667,91.3333333333333,6.16666666666667,19.9266666666667,43.0,19.2,42.4,20,1,1,0
60,4.7,91.0,6.0,19.89,42.863333333333294,19.2,42.3266666666667,21,1,1,0
60,4.8,90.5,6.16666666666667,19.89,42.79,19.2,42.3266666666667,21,1,1,0
40,4.9,90.0,6.3333333333333295,19.89,42.7,19.1,42.363333333333294,21,1,1,0
30,5.0,89.5,6.5,19.823333333333295,42.6266666666667,19.1,42.29,21,1,1,0
30,5.1,89.0,6.66666666666667,19.79,42.59,19.0444444444444,42.24,21,1,1,0
30,5.2,88.5,6.8333333333333295,19.79,42.723333333333294,19.0,42.0563636363636,21,1,1,0
40,5.3,88.0,7.0,19.76,42.76,19.0,41.8866666666667,22,1,1,0
50,5.3333333333333295,87.3333333333333,6.8333333333333295,19.7,42.7,19.0,41.988333333333294,22,1,1,0
50,5.36666666666667,86.6666666666667,6.66666666666667,19.7,42.7,19.0,42.064285714285695,22,1,1,0
50,5.4,86.0,6.5,19.6333333333333,42.6266666666667,18.910625,42.2525,22,1,1,0
40,5.43333333333333,85.3333333333333,6.3333333333333295,19.6666666666667,43.0,18.89,42.410625,22,1,1,0
50,5.46666666666667,84.6666666666667,6.16666666666667,19.6,43.0,18.89,42.5,22,1,1,0
40,5.5,84.0,6.0,19.6,43.0,18.89,42.645,23,1,1,0
40,5.5833333333333295,83.3333333333333,6.3333333333333295,19.533333333333296,43.0,18.8081818181818,42.7,23,1,1,0
40,5.66666666666667,82.6666666666667,6.66666666666667,19.5,43.09,18.79,42.75625,23,1,1,0
40,5.75,82.0,7.0,19.5,43.09,18.79,42.86166666666671,23,1,1,0
50,5.8333333333333295,81.3333333333333,7.3333333333333295,19.5,43.145,18.79,43.0,23,1,1,0
50,5.91666666666667,80.6666666666667,7.666666666666669,19.5,43.2,18.775,43.045,23,1,1,0
50,6.0,80.0,8.0,19.4266666666667,43.2,18.7,43.09,0,2,1,0
30,5.883333333333329,81.3333333333333,8.0,19.39,43.2,18.7,43.2,0,2,1,0
20,5.76666666666667,82.6666666666667,8.0,19.39,43.26,18.7,43.26,0,2,1,0
30,5.65,84.0,8.0,19.39,43.29,18.690909090909095,43.31,0,2,1,0
20,5.53333333333333,85.3333333333333,8.0,19.39,43.363333333333294,18.6777777777778,43.3977777777778,0,2,1,0
40,5.41666666666667,86.6666666666667,8.0,19.39,43.4,18.6428571428571,43.4285714285714,0,2,1,0
50,5.3,88.0,8.0,19.323333333333295,43.4666666666667,18.6,43.46,1,2,1,0
60,5.3,88.5,8.0,19.29,43.5,18.6,43.5,1,2,1,0
50,5.3,89.0,8.0,19.29,43.56,18.6,43.56,1,2,1,0
40,5.3,89.5,8.0,19.29,43.59,18.588888888888896,43.59,1,2,1,0
40,5.3,90.0,8.0,19.29,43.59,18.5,43.59,1,2,1,0
50,5.3,90.5,8.0,19.29,43.7,18.5,43.635833333333295,1,2,1,0
40,5.3,91.0,8.0,19.29,43.76,18.5,43.68625,2,2,1,0
40,5.3333333333333295,90.6666666666667,8.0,19.2,43.7,18.5,43.7,2,2,1,0
50,5.36666666666667,90.3333333333333,8.0,19.2,43.76,18.5,43.775,2,2,1,0
50,5.4,90.0,8.0,19.2,43.79,18.5,43.845,2,2,1,0
50,5.43333333333333,89.6666666666667,8.0,19.2,43.863333333333294,18.5,43.9,2,2,1,0
40,5.46666666666667,89.3333333333333,8.0,19.2,43.9,18.4830769230769,43.8619230769231,2,2,1,0
30,5.5,89.0,8.0,19.1,43.933333333333294,18.4938888888889,43.79,3,2,1,0
20,5.48333333333333,89.0,8.0,19.1,44.0,18.4205555555556,43.808333333333294,3,2,1,0
20,5.46666666666667,89.0,8.0,19.1,44.0,18.3961111111111,43.7961111111111,3,2,1,0
20,5.45,89.0,8.0,19.1,44.0,18.39,43.79,3,2,1,0
50,5.43333333333333,89.0,8.0,19.1,44.09,18.39,43.79,3,2,1,0
50,5.41666666666667,89.0,8.0,19.1,44.09,18.3718181818182,43.84,3,2,1,0
50,5.4,89.0,8.0,19.033333333333296,44.03,18.307647058823495,43.9,4,2,1,0
40,5.36666666666667,89.1666666666667,8.0,19.033333333333296,44.09,18.3429411764706,43.9,4,2,1,0
40,5.3333333333333295,89.3333333333333,8.0,19.0,44.09,18.34,43.91666666666671,4,2,1,0
50,5.3,89.5,8.0,19.0,44.09,18.29,43.9055555555556,4,2,1,0
40,5.26666666666667,89.6666666666667,8.0,19.0,44.09,18.29,43.9,4,2,1,0
50,5.23333333333333,89.8333333333333,8.0,19.0,44.1633333333333,18.29,43.9388888888889,4,2,1,0
50,5.2,90.0,8.0,18.963333333333296,44.2,18.273125,43.98125,5,2,1,0
50,5.16666666666667,90.0,7.8333333333333295,18.89,44.2,18.29,44.0,5,2,1,0
40,5.133333333333329,90.0,7.666666666666669,18.89,44.2,18.245,44.0,5,2,1,0
40,5.1,90.0,7.5,18.89,44.2,18.2,44.0,5,2,1,0
50,5.06666666666667,90.0,7.3333333333333295,18.89,44.23,18.2,44.0,5,2,1,0
20,5.03333333333333,90.0,7.16666666666667,18.89,44.29,18.2,44.0,5,2,1,0
20,5.0,90.0,7.0,18.89,44.29,18.2,44.0,6,2,1,0
50,5.01666666666667,89.8333333333333,6.8333333333333295,18.865,44.365,18.2,44.0,6,2,1,0
30,5.03333333333333,89.6666666666667,6.66666666666667,18.79,44.723333333333294,18.2,44.0666666666667,6,2,1,0
50,5.05,89.5,6.5,18.89,45.03,18.2,44.29375,6,2,1,0
50,5.06666666666667,89.3333333333333,6.3333333333333295,18.89,45.09,18.1727272727273,44.4163636363636,6,2,1,0
200,5.0833333333333295,89.1666666666667,6.16666666666667,18.89,45.0,18.1818181818182,44.5409090909091,6,2,1,0
110,5.1,89.0,6.0,18.89,45.0,18.15,44.59,7,2,1,0
80,5.0833333333333295,89.1666666666667,5.8333333333333295,18.79,44.6333333333333,18.1,44.1966666666667,7,2,1,0
50,5.06666666666667,89.3333333333333,5.66666666666667,18.79,44.5,18.1,43.9666666666667,7,2,1,0
50,5.05,89.5,5.5,18.79,44.59,18.05,43.845,7,2,1,0
50,5.03333333333333,89.6666666666667,5.3333333333333295,18.79,44.53,18.1,43.8175,7,2,1,0
40,5.01666666666667,89.8333333333333,5.16666666666667,18.79,44.363333333333294,18.1,43.79,7,2,1,0
40,5.0,90.0,5.0,18.79,44.23,18.0,43.645,8,2,1,0
30,5.0,89.6666666666667,4.8333333333333295,18.79,44.06,18.0,43.7,8,2,1,0
180,5.0,89.3333333333333,4.66666666666667,18.79,43.933333333333294,18.0,43.45,8,2,1,0
350,5.0,89.0,4.5,18.79,43.9,18.0,43.363333333333294,8,2,1,0
350,5.0,88.6666666666667,4.3333333333333295,18.79,43.9,18.0,43.363333333333294,8,2,1,0
300,5.0,88.3333333333333,4.16666666666667,18.79,44.0,18.0,43.4,8,2,1,0
400,5.0,88.0,4.0,18.8566666666667,44.06,18.066666666666695,43.4666666666667,9,2,1,0
390,5.0,88.0,4.16666666666667,18.89,44.23,18.1333333333333,43.59,9,2,1,0
290,5.0,88.0,4.3333333333333295,18.9975,44.3975,18.26,43.6633333333333,9,2,1,0
60,5.0,88.0,4.5,19.1,44.5,18.323333333333295,43.5,9,2,1,0
70,5.0,88.0,4.66666666666667,19.1333333333333,44.5,18.463333333333296,43.5,9,2,1,0
110,5.0,88.0,4.8333333333333295,19.2,44.36,18.533333333333296,43.43,9,2,1,0
90,5.0,88.0,5.0,19.2,44.06,18.6,43.23,10,2,1,0
60,5.0833333333333295,86.8333333333333,5.0,19.2,44.06,18.6,43.1566666666667,10,2,1,0
70,5.16666666666667,85.6666666666667,5.0,19.2,44.09,18.6666666666667,43.43,10,2,1,0
80,5.25,84.5,5.0,19.2,44.1633333333333,18.7,43.93,10,2,1,0
60,5.3333333333333295,83.3333333333333,5.0,19.23,44.39,18.76,43.863333333333294,10,2,1,0
40,5.41666666666667,82.1666666666667,5.0,19.29,44.7966666666667,18.79,44.0,10,2,1,0
30,5.5,81.0,5.0,19.29,45.1633333333333,18.79,44.0,11,2,1,0
70,5.5833333333333295,80.1666666666667,5.16666666666667,19.23,45.03,18.7,43.145,11,2,1,0
50,5.66666666666667,79.3333333333333,5.3333333333333295,19.29,45.7333333333333,18.7,43.06,11,2,1,0
80,5.75,78.5,5.5,19.29,45.1266666666667,18.7,43.0,11,2,1,0
80,5.8333333333333295,77.6666666666667,5.66666666666667,19.2,44.83333333333329,18.7,43.06,11,2,1,0
50,5.91666666666667,76.8333333333333,5.8333333333333295,19.2,44.7,18.6333333333333,42.933333333333294,11,2,1,0
40,6.0,76.0,6.0,19.2,44.9,18.6,42.83333333333329,12,2,1,0
50,5.91666666666667,76.3333333333333,5.8333333333333295,19.2,44.69333333333329,18.6,42.16666666666671,12,2,1,0
40,5.8333333333333295,76.6666666666667,5.66666666666667,19.2,43.6,18.5,41.79,12,2,1,0
40,5.75,77.0,5.5,19.2,43.12,18.5,41.73,12,2,1,0
50,5.66666666666667,77.3333333333333,5.3333333333333295,19.1333333333333,42.7666666666667,18.5,41.6633333333333,12,2,1,0
30,5.5833333333333295,77.6666666666667,5.16666666666667,19.1666666666667,42.4666666666667,18.5,41.53,12,2,1,0
30,5.5,78.0,5.0,19.1,42.2666666666667,18.5,41.363333333333294,13,2,1,0
20,5.73333333333333,76.8333333333333,5.0,19.1,42.09,18.5,41.29,13,2,1,0
20,5.96666666666667,75.6666666666667,5.0,19.1,41.963333333333296,18.463333333333296,41.1633333333333,13,2,1,0
50,6.2,74.5,5.0,19.066666666666695,41.76,18.39,41.03,13,2,1,0
40,6.43333333333333,73.3333333333333,5.0,19.0,41.6266666666667,18.39,40.9,13,2,1,0
50,6.66666666666667,72.1666666666667,5.0,19.0,41.56,18.39,40.8266666666667,13,2,1,0
40,6.9,71.0,5.0,19.0,41.433333333333294,18.39,40.7,14,2,1,0
60,6.8,70.6666666666667,5.16666666666667,19.0,41.29,18.39,40.6266666666667,14,2,1,0
40,6.7,70.3333333333333,5.3333333333333295,19.0,41.29,18.39,40.495,14,2,1,0
40,6.6,70.0,5.5,19.0,41.2,18.39,40.4,14,2,1,0
50,6.5,69.6666666666667,5.66666666666667,19.0,41.1266666666667,18.39,40.3266666666667,14,2,1,0
40,6.4,69.3333333333333,5.8333333333333295,19.033333333333296,41.1266666666667,18.4266666666667,40.2,14,2,1,0
40,6.3,69.0,6.0,19.1,41.1266666666667,18.5,40.1266666666667,15,2,1,0
30,6.31666666666667,68.0,5.66666666666667,19.1333333333333,41.0,18.5,40.06,15,2,1,0
30,6.3333333333333295,67.0,5.3333333333333295,19.2,40.933333333333294,18.5,40.0,15,2,1,0
30,6.35,66.0,5.0,19.2,40.76,18.6333333333333,39.9,15,2,1,0
40,6.36666666666667,65.0,4.66666666666667,19.2675,40.745,18.7,39.8266666666667,15,2,1,0
80,6.383333333333329,64.0,4.3333333333333295,19.29,40.5666666666667,18.73,39.56,15,2,1,0
70,6.4,63.0,4.0,19.39,40.53,18.79,39.5,16,2,1,0
80,6.16666666666667,64.3333333333333,3.8333333333333295,19.39,40.59,18.79,39.6266666666667,16,2,1,0
70,5.93333333333333,65.6666666666667,3.6666666666666705,19.39,40.6266666666667,18.79,39.7,16,2,1,0
80,5.7,67.0,3.5,19.39,40.7,18.79,39.7,16,2,1,0
80,5.46666666666667,68.3333333333333,3.3333333333333295,19.323333333333295,40.73,18.79,39.76,16,2,1,0
100,5.23333333333333,69.6666666666667,3.16666666666667,19.39,40.863333333333294,18.7,39.79,16,2,1,0
90,5.0,71.0,3.0,19.3566666666667,40.79,18.7,39.73,17,2,1,0
100,4.78333333333333,72.0,3.0,19.29,40.73,18.7,39.76,17,2,1,0
